metro,tool_name,CarrierGasLinePressureTEOS2_mean_10,CarrierGasLinePressureTEOS2_mean_12,CarrierGasLinePressureTEOS_mean_10,CarrierGasLinePressureTEOS_mean_12,ChamberPressure_mean_10,ChamberPressure_mean_12,HeTEPOGasFlow_mean_12,HeatExchangerResistivity_mean_10,HeatExchangerResistivity_mean_12,HeatExchangerTemp1_mean_12,HeatExchangerTemp2_mean_10,HeatExchangerTemp2_mean_12,HeatExchangerTemp3_mean_10,HeatExchangerTemp3_mean_12,HeaterLiftPosition_mean_10,HeaterOutputPowerPercent_mean_10,HeaterOutputPowerPercent_mean_12,HeaterTemp_mean_10,N2GasFlow_mean_10,N2GasFlow_mean_12,N2TEBGasFlow_mean_10,N2TEBGasFlow_mean_12,N2TEOSGasFlow_mean_10,N2TEOSGasFlow_mean_12,NF3GasFlow_mean_10,NF3GasFlow_mean_12,O3GasFlow_mean_10,O3GasFlow_mean_12,OzoneBackPressure_mean_10,OzoneBackPressure_mean_12,OzoneConc_mean_10,OzoneConc_mean_12,PinLiftPosition_mean_10,ShowerheadHeaterSpacingOtherSide_mean_10,ShowerheadHeaterSpacing_mean_10,StepElapsedTime_mean_10,StepElapsedTime_mean_12,TEBFlow_mean_10,TEOSFlow_mean_10,TEOSFlow_mean_12,TEPOFlow_mean_10,ThrottleValveAngle_mean_10,ThrottleValveAngle_mean_12
2017.8544,BPPR4D01A1,10.60472952,10.71760155,11.02870157,11.13394584,100.2807744,99.98481417,7000.2,3399267.399,3399267.399,70.03663004,70.34542518,70.35409035,75.22864233,75.33577534,1.734791761,35.70967742,34.75,480.1870968,1419.76129,1419.525,5999.516129,5998.9,7001.212903,7000.5,20.85483871,20.775,15085.35484,15090.0,40.17987054,40.1699996,12.45419358,12.47749972,102.0,0.247001438,0.260008239,15.45790323,1.50975,0.254325806,2.297848387,2.3029,0.211406452,16.82060383,16.81903668
2028.3684,BPPR4D01A2,10.60472952,10.71760155,11.02870157,11.13394584,100.2807744,99.98481417,7000.2,3399267.399,3399267.399,70.03663004,70.34542518,70.35409035,75.22864233,75.33577534,1.706398562,36.61290323,36.75,480.3354839,1419.76129,1419.525,5999.516129,5998.9,7001.212903,7000.5,20.85483871,20.775,15085.35484,15090.0,40.17987054,40.1699996,12.45419358,12.47749972,113.0,0.260008239,0.247001438,15.45790323,1.50975,0.254325806,2.297848387,2.3029,0.211406452,16.82060383,16.81903668
1861.8248,BPPR4D01A2,10.39283709,10.49129594,10.82598116,10.92940039,100.270752,99.96692514,6999.9,3301587.302,3301587.302,70.03663004,70.40529363,70.4029304,75.27275592,75.18925519,1.706398562,35.96774194,35.75,480.283871,1419.712903,1419.6,5999.912903,5999.5,7001.212903,6999.9,22.01935484,21.925,15084.0,15082.5,40.18219323,40.19400072,12.44806462,12.47999954,113.0,0.260008239,0.247001438,15.321,1.58025,0.258725806,2.295451613,2.3011,0.211874194,16.86466124,16.86040834
1886.3604,BPPR4D01A1,10.39283709,10.49129594,10.82598116,10.92940039,100.270752,99.96692514,6999.9,3301587.302,3301587.302,70.03663004,70.40529363,70.4029304,75.27275592,75.18925519,1.734791761,36.09677419,36.75,480.2354839,1419.712903,1419.6,5999.912903,5999.5,7001.212903,6999.9,22.01935484,21.925,15084.0,15082.5,40.18219323,40.19400072,12.44806462,12.47999954,102.0,0.247001438,0.260008239,15.321,1.58025,0.258725806,2.295451613,2.3011,0.211874194,16.86466124,16.86040834
2067.0032,BPPR4D01A1,10.40917883,10.51160542,10.86741692,10.93665377,100.2522008,99.97618961,6999.9,3384467.384,3399267.399,70.03663004,70.38295038,70.42735043,75.26177526,75.14041514,1.734791761,35.87878788,35.5,480.2424242,1419.724242,1419.6,6000.818182,5999.5,6999.918182,6999.9,21.33030303,21.325,15084.72727,15084.0,40.17927265,40.18499994,12.45545454,12.47000027,102.0,0.246001813,0.260008239,16.39966667,1.83225,0.264212121,2.296348485,2.301975,0.215815152,16.85260531,16.84392834
2035.3296,BPPR4D01A2,10.40917883,10.51160542,10.86741692,10.93665377,100.2522008,99.97618961,6999.9,3384467.384,3399267.399,70.03663004,70.38295038,70.42735043,75.26177526,75.14041514,1.707398187,36.24242424,36.25,480.2333333,1419.724242,1419.6,6000.818182,5999.5,6999.918182,6999.9,21.33030303,21.325,15084.72727,15084.0,40.17927265,40.18499994,12.45545454,12.47000027,113.0,0.260008239,0.246001813,16.39966667,1.83225,0.264212121,2.296348485,2.301975,0.215815152,16.85260531,16.84392834
2047.1988,BPPR4D01A1,10.43471954,10.51160542,10.85378385,10.96131528,100.2736375,99.9672308,6999.9,3399267.399,3399267.399,70.03663004,70.39377289,70.32967033,75.24420024,75.14041514,1.734791761,36.03125,36.75,480.3,1419.525,1419.75,6001.103125,5999.5,6999.8625,7000.2,22.1875,22.15,15085.3125,15082.5,40.17749959,40.18200016,12.44968754,12.47999954,102.0,0.246001813,0.260008239,15.8983125,1.38875,0.2638875,2.300934375,2.299575,0.215953125,16.8649575,16.86075167
2034.8484,BPPR4D01A2,10.43471954,10.51160542,10.85378385,10.96131528,100.2736375,99.9672308,6999.9,3399267.399,3399267.399,70.03663004,70.39377289,70.32967033,75.24420024,75.14041514,1.707398187,36.6875,36.75,480.3375,1419.525,1419.75,6001.103125,5999.5,6999.8625,7000.2,22.1875,22.15,15085.3125,15082.5,40.17749959,40.18200016,12.44968754,12.47999954,113.0,0.260008239,0.246001813,15.8983125,1.38875,0.2638875,2.300934375,2.299575,0.215953125,16.8649575,16.86075167
2093.162,BPPR4D01A2,10.37823673,10.4811412,10.7782492,10.88297872,100.2429588,99.97242832,6999.9,3399267.399,3399267.399,70.03663004,70.36748198,70.42735043,75.27275592,75.23809524,1.707398187,33.19354839,34.25,480.1935484,1419.445161,1419.35,5999.480645,5999.5,7000.119355,6999.9,-3.748387097,-3.55,15089.6129,15085.5,40.18103203,40.18499923,12.44870961,12.4824996,113.0,0.260008239,0.246001813,15.52474194,1.8835,0.263970968,2.292619355,2.307325,0.215403226,16.74276687,16.73286004
2040.1204,BPPR4D01A1,10.37823673,10.4811412,10.7782492,10.88297872,100.2429588,99.97242832,6999.9,3399267.399,3399267.399,70.03663004,70.36748198,70.42735043,75.27275592,75.23809524,1.734791761,32.19354839,33.25,480.1903226,1419.445161,1419.35,5999.480645,5999.5,7000.119355,6999.9,-3.748387097,-3.55,15089.6129,15085.5,40.18103203,40.18499923,12.44870961,12.4824996,102.0,0.246001813,0.260008239,15.52474194,1.8835,0.263970968,2.292619355,2.307325,0.215403226,16.74276687,16.73286004
2072.4944,BPPR4D01A1,10.42540713,10.52176015,10.81549885,10.91054159,100.2504816,99.96182346,6999.6,3399267.399,3399267.399,70.03663004,70.23671669,70.54945055,75.29796369,75.26251526,1.734791761,31.83870968,33.25,480.2709677,1419.367742,1419.5,6000.112903,5999.5,7000.93871,6999.6,-3.277419355,-3.925,15085.93548,15085.5,40.1721288,40.17599988,12.45000006,12.4824996,102.0,0.250000313,0.260008239,14.91567742,1.73075,0.263835484,2.292316129,2.300675,0.215119355,16.80691481,16.80238502
2102.8176,BPPR4D01A2,10.42540713,10.52176015,10.81549885,10.91054159,100.2504816,99.96182346,6999.6,3399267.399,3399267.399,70.03663004,70.23671669,70.54945055,75.29796369,75.26251526,1.703399687,32.61290323,33.25,480.2967742,1419.367742,1419.5,6000.112903,5999.5,7000.93871,6999.6,-3.277419355,-3.925,15085.93548,15085.5,40.1721288,40.17599988,12.45000006,12.4824996,113.0,0.260008239,0.250000313,14.91567742,1.73075,0.263835484,2.292316129,2.300675,0.215119355,16.80691481,16.80238502
2070.1784,BPPR4D01A2,10.42933799,10.51160542,10.82710426,10.91779497,100.2752057,99.9499774,6999.9,3301587.302,3301587.302,70.03663004,70.32336839,70.32967033,75.25069912,75.14041514,1.698391949,32.25806452,33.25,480.2967742,1419.480645,1419.6,6000.86129,6000.1,6999.96129,7000.2,-3.412903226,-3.2,15087.29032,15087.0,40.17406451,40.18200016,12.44290315,12.46749997,113.0,0.260008239,0.255008051,14.92329032,2.0905,0.264877419,2.299777419,2.290575,0.219932258,16.73935569,16.71998505
2064.2108,BPPR4D01A1,10.42933799,10.51160542,10.82710426,10.91779497,100.2752057,99.9499774,6999.9,3301587.302,3301587.302,70.03663004,70.32336839,70.32967033,75.25069912,75.14041514,1.734791761,32.06451613,34.25,480.2258065,1419.480645,1419.6,6000.86129,6000.1,6999.96129,7000.2,-3.412903226,-3.2,15087.29032,15087.0,40.17406451,40.18200016,12.44290315,12.46749997,102.0,0.255008051,0.260008239,14.92329032,2.0905,0.264877419,2.299777419,2.290575,0.219932258,16.73935569,16.71998505
2036.9604,BPPR4D01A2,10.42321083,10.53191489,10.81856867,10.91924565,100.2509219,99.93605852,7000.2,3301587.302,3301587.302,70.03663004,70.34920635,70.42735043,75.22507123,75.26251526,1.693393823,32.36666667,33.25,480.3333333,1419.7,1419.375,6001.046667,5998.9,7000.466667,6999.6,-3.243333333,-3.325,15085.0,15085.5,40.17120008,40.19099951,12.4496666,12.47999954,113.0,0.260008239,0.260006177,14.79853333,1.73275,0.26778,2.297946667,2.309075,0.22177,16.77004303,16.75037004
2076.2864,BPPR4D01A1,10.42321083,10.53191489,10.81856867,10.91924565,100.2509219,99.93605852,7000.2,3301587.302,3301587.302,70.03663004,70.34920635,70.42735043,75.22507123,75.26251526,1.734791761,32.0,33.75,480.3166667,1419.7,1419.375,6001.046667,5998.9,7000.466667,6999.6,-3.243333333,-3.325,15085.0,15085.5,40.17120008,40.19099951,12.4496666,12.47999954,102.0,0.260006177,0.260008239,14.79853333,1.73275,0.26778,2.297946667,2.309075,0.22177,16.77004303,16.75037004
2041.1936,BPPR4D01A1,10.39555126,10.52901354,10.78588008,10.93230174,100.2497778,99.97001266,7000.2,3399267.399,3399267.399,70.03663004,70.40781441,70.32967033,75.29019129,75.26251526,1.734791761,32.6,33.75,480.2133333,1419.55,1419.7,6000.92,5999.5,7000.47,6999.6,-3.223333333,-2.875,15084.0,15090.0,40.1763999,40.19099951,12.45200001,12.47250009,102.0,0.260006177,0.260008239,14.51446667,1.40025,0.266943333,2.29506,2.3081,0.221043333,16.74541459,16.74676504
2018.474,BPPR4D01A2,10.39555126,10.52901354,10.78588008,10.93230174,100.2497778,99.97001266,7000.2,3399267.399,3399267.399,70.03663004,70.40781441,70.32967033,75.29019129,75.26251526,1.693393823,33.03333333,32.75,480.2966667,1419.55,1419.7,6000.92,5999.5,7000.47,6999.6,-3.223333333,-2.875,15084.0,15090.0,40.1763999,40.19099951,12.45200001,12.47250009,113.0,0.260008239,0.260006177,14.51446667,1.40025,0.266943333,2.29506,2.3081,0.221043333,16.74541459,16.74676504
1919.2064,BPPR4D01A1,10.51798839,10.62765957,10.92301741,11.02659574,100.2480118,99.94538784,7000.5,3399267.399,3399267.399,70.01221001,70.36874237,70.32967033,75.17297517,75.23809524,1.734791761,33.0,34.75,480.28,1419.836667,1419.975,5999.826667,5999.2,7000.023333,6999.9,-3.343333333,-3.4,15084.6,15091.5,40.17759972,40.18200016,12.44633341,12.47499967,102.0,0.255008051,0.260008239,14.58056667,1.794,0.268033333,2.29545,2.308525,0.225016667,16.76232948,16.74419004
1910.3016,BPPR4D01A2,10.51798839,10.62765957,10.92301741,11.02659574,100.2480118,99.94538784,7000.5,3399267.399,3399267.399,70.01221001,70.36874237,70.32967033,75.17297517,75.23809524,1.698391949,32.73333333,34.5,480.2933333,1419.836667,1419.975,5999.826667,5999.2,7000.023333,6999.9,-3.343333333,-3.4,15084.6,15091.5,40.17759972,40.18200016,12.44633341,12.47499967,113.0,0.260008239,0.255008051,14.58056667,1.794,0.268033333,2.29545,2.308525,0.225016667,16.76232948,16.74419004
1930.2864,BPPR4D01A2,10.50773694,10.61170213,10.90502901,11.01644101,100.2522968,99.96037674,6999.9,3301587.302,3301587.302,70.03663004,70.41514042,70.42735043,75.28042328,75.33577534,1.698391949,32.26666667,34.0,480.28,1419.583333,1419.525,6000.926667,5999.8,7001.116667,7000.2,-3.84,-3.625,15083.8,15090.0,40.17639971,40.18799973,12.45100012,12.47749972,113.0,0.260008239,0.255008051,14.90993333,2.16675,0.268306667,2.300533333,2.296575,0.226656667,16.76184881,16.74728004
1940.982,BPPR4D01A1,10.50773694,10.61170213,10.90502901,11.01644101,100.2522968,99.96037674,6999.9,3301587.302,3301587.302,70.03663004,70.41514042,70.42735043,75.28042328,75.33577534,1.734791761,32.43333333,33.5,480.27,1419.583333,1419.525,6000.926667,5999.8,7001.116667,7000.2,-3.84,-3.625,15083.8,15090.0,40.17639971,40.18799973,12.45100012,12.47749972,102.0,0.255008051,0.260008239,14.90993333,2.16675,0.268306667,2.300533333,2.296575,0.226656667,16.76184881,16.74728004
2005.6472,BPPR4D01A1,10.52667374,10.62330754,10.92107069,11.03239845,100.2481175,99.93141508,6999.9,3348851.865,3374847.375,70.03663004,70.29500965,70.32967033,75.23809524,75.23809524,1.734791761,32.67741935,32.75,480.2709677,1419.719355,1419.85,6000.93871,5999.5,7000.93871,6999.6,-3.967741935,-4.0,15084.58065,15081.0,40.18103193,40.18799973,12.45161293,12.47999954,102.0,0.255008051,0.260008239,15.3423871,2.21,0.267529032,2.292677419,2.30345,0.22513871,16.77900514,16.75191504
2004.2036,BPPR4D01A2,10.52667374,10.62330754,10.92107069,11.03239845,100.2481175,99.93141508,6999.9,3348851.865,3374847.375,70.03663004,70.29500965,70.32967033,75.23809524,75.23809524,1.698391949,33.0,34.0,480.3258065,1419.719355,1419.85,6000.93871,5999.5,7000.93871,6999.6,-3.967741935,-4.0,15084.58065,15081.0,40.18103193,40.18799973,12.45161293,12.47999954,113.0,0.260008239,0.255008051,15.3423871,2.21,0.267529032,2.292677419,2.30345,0.22513871,16.77900514,16.75191504
2162.0328,BPPR4D01A2,11.55783366,11.54448743,11.80618956,11.92601547,100.2692555,99.97993279,7000.2,3399267.399,3399267.399,70.03663004,70.4013024,70.32967033,75.16971917,75.33577534,1.699391574,32.3,34.5,480.3266667,1419.553333,1419.15,5999.5,5999.8,7000.47,6999.3,-4.74,-4.3,15085.2,15085.5,40.18159971,40.1970005,12.45366662,12.48999977,113.0,0.260008239,0.254008426,15.1695,1.77825,0.26771,2.29225,2.2936,0.227743333,16.8298059,16.81835002
2153.782,BPPR4D01A1,11.55783366,11.54448743,11.80618956,11.92601547,100.2692555,99.97993279,7000.2,3399267.399,3399267.399,70.03663004,70.4013024,70.32967033,75.16971917,75.33577534,1.734791761,32.06666667,32.5,480.2633333,1419.553333,1419.15,5999.5,5999.8,7000.47,6999.3,-4.74,-4.3,15085.2,15085.5,40.18159971,40.1970005,12.45366662,12.48999977,102.0,0.254008426,0.260008239,15.1695,1.77825,0.26771,2.29225,2.2936,0.227743333,16.8298059,16.81835002
2095.89,BPPR4D01A1,11.38510638,11.52852998,11.76015474,11.90425532,100.2696029,99.95146799,6999.6,3301587.302,3301587.302,70.03663004,70.41758242,70.32967033,75.33577534,75.33577534,1.734791761,32.46666667,33.75,480.29,1419.643333,1419.425,6001.006667,5999.5,7001.196667,6999.9,-4.16,-4.15,15084.6,15084.0,40.17799969,40.18799973,12.45133333,12.48499966,102.0,0.255008051,0.260008239,14.76506667,1.92775,0.267503333,2.294266667,2.311525,0.226263333,16.82758568,16.81938002
2093.2848,BPPR4D01A2,11.38510638,11.52852998,11.76015474,11.90425532,100.2696029,99.95146799,6999.6,3301587.302,3301587.302,70.03663004,70.41758242,70.32967033,75.33577534,75.33577534,1.698391949,32.56666667,32.5,480.35,1419.643333,1419.425,6001.006667,5999.5,7001.196667,6999.9,-4.16,-4.15,15084.6,15084.0,40.17799969,40.18799973,12.45133333,12.48499966,113.0,0.260008239,0.255008051,14.76506667,1.92775,0.267503333,2.294266667,2.311525,0.226263333,16.82758568,16.81938002
2093.868,BPPR4D01A1,11.69632495,11.85638298,12.05802708,12.21615087,100.2730348,99.96534014,6999.9,3301587.302,3301587.302,70.03663004,70.4045584,70.32967033,75.14041514,75.14041514,1.734791761,32.13333333,33.5,480.2433333,1419.416667,1419.6,5999.54,5999.5,6999.86,6999.6,-5.03,-5.2,15087.8,15091.5,40.16879969,40.17899966,12.44833339,12.47000027,102.0,0.255008051,0.260008239,14.9272,2.2115,0.26784,2.291123333,2.26655,0.226583333,16.74349193,16.72874004
2089.3212,BPPR4D01A2,11.69632495,11.85638298,12.05802708,12.21615087,100.2730348,99.96534014,6999.9,3301587.302,3301587.302,70.03663004,70.4045584,70.32967033,75.14041514,75.14041514,1.698391949,32.53333333,30.75,480.2766667,1419.416667,1419.6,5999.54,5999.5,6999.86,6999.6,-5.03,-5.2,15087.8,15091.5,40.16879969,40.17899966,12.44833339,12.47000027,113.0,0.260008239,0.255008051,14.9272,2.2115,0.26784,2.291123333,2.26655,0.226583333,16.74349193,16.72874004
2085.9732,BPPR4D01A2,11.67640232,11.82156673,12.0384913,12.18858801,100.2662141,99.9820261,7000.2,3301587.302,3301587.302,70.03663004,70.38176638,70.4029304,75.14041514,75.14041514,1.698391949,32.46666667,33.25,480.3333333,1419.7,1419.625,6000.313333,5999.2,7000.306667,6999.6,-3.623333333,-3.2,15085.6,15082.5,40.17719955,40.19400001,12.44800018,12.47749972,113.0,0.260008239,0.255008051,14.7325,2.1745,0.267733333,2.29103,2.300425,0.226236667,16.76667837,16.76221503
2080.9056,BPPR4D01A1,11.67640232,11.82156673,12.0384913,12.18858801,100.2662141,99.9820261,7000.2,3301587.302,3301587.302,70.03663004,70.38176638,70.4029304,75.14041514,75.14041514,1.734791761,32.3,33.0,480.2566667,1419.7,1419.625,6000.313333,5999.2,7000.306667,6999.6,-3.623333333,-3.2,15085.6,15082.5,40.17719955,40.19400001,12.44800018,12.47749972,102.0,0.255008051,0.260008239,14.7325,2.1745,0.267733333,2.29103,2.300425,0.226236667,16.76667837,16.76221503
2091.7476,BPPR4D01A2,11.6893617,11.90280464,12.02843327,12.26692456,100.2702083,99.96513891,7000.5,3399267.399,3399267.399,70.01221001,70.43956044,70.48840049,75.14041514,75.14041514,1.698391949,32.16666667,34.25,480.3466667,1419.796667,1419.975,6000.31,5999.8,7001.316667,6999.9,-3.896666667,-4.825,15084.2,15088.5,40.17279978,40.18799973,12.44933338,12.47250009,113.0,0.260008239,0.255008051,14.38043333,1.923,0.2668,2.291863333,2.2946,0.226283333,16.81380657,16.82865001
1998.9104,BPPR4D01A2,11.68239845,11.83317215,12.0384913,12.19148936,100.264191,99.96365213,6999.9,3301587.302,3301587.302,70.10989011,70.32967033,70.25641026,75.14041514,75.14041514,1.693393823,32.4,33.0,480.37,1419.456667,1419.6,5999.58,5999.5,7000.793333,7000.2,-4.436666667,-4.3,15083.4,15085.5,40.18199997,40.17599988,12.45166667,12.4749999,113.0,0.260008239,0.260006177,14.9996,2.26225,0.26769,2.29266,2.28705,0.223513333,17.30296487,17.28442488
2021.8644,BPPR4D01A1,11.68239845,11.83317215,12.0384913,12.19148936,100.264191,99.96365213,6999.9,3301587.302,3301587.302,70.10989011,70.32967033,70.25641026,75.14041514,75.14041514,1.734791761,32.36666667,31.75,480.2733333,1419.456667,1419.6,5999.58,5999.5,7000.793333,7000.2,-4.436666667,-4.3,15083.4,15085.5,40.18199997,40.17599988,12.45166667,12.4749999,102.0,0.260006177,0.260008239,14.9996,2.26225,0.26769,2.29266,2.28705,0.223513333,17.30296487,17.28442488
2082.4088,BPPR4D01A2,11.45860735,11.59961315,11.82011605,11.95502901,100.2792095,99.96466398,6999.6,3396011.396,3399267.399,70.03663004,70.38827839,70.4029304,75.16971917,75.14041514,1.698391949,33.16666667,33.0,480.33,1419.4,1419.25,6000.313333,5999.8,7001.196667,6999.3,-3.363333333,-3.325,15087.2,15088.5,40.17999964,40.18799973,12.44333337,12.48999977,113.0,0.260008239,0.255008051,14.71203333,1.95575,0.267766667,2.291776667,2.302475,0.225746667,16.85461745,16.84770501
2086.0424,BPPR4D01A1,11.45860735,11.59961315,11.82011605,11.95502901,100.2792095,99.96466398,6999.6,3396011.396,3399267.399,70.03663004,70.38827839,70.4029304,75.16971917,75.14041514,1.734791761,32.1,33.25,480.3033333,1419.4,1419.25,6000.313333,5999.8,7001.196667,6999.3,-3.363333333,-3.325,15087.2,15088.5,40.17999964,40.18799973,12.44333337,12.48999977,102.0,0.255008051,0.260008239,14.71203333,1.95575,0.267766667,2.291776667,2.302475,0.225746667,16.85461745,16.84770501
2070.1208,BPPR4D01A1,11.54138598,11.53288201,11.80911092,11.87524178,100.2646394,99.97320271,7000.5,3301587.302,3301587.302,70.03663004,70.35998484,70.4029304,75.17072965,75.14041514,1.734791761,32.27586207,34.0,480.2206897,1419.868966,1420.15,5999.437931,5999.2,7000.37931,6999.6,-3.55862069,-3.475,15083.37931,15085.5,40.18013763,40.18799973,12.44482764,12.47999954,102.0,0.250000313,0.260008239,14.53855172,1.217,0.268093103,2.290289655,2.306925,0.226772414,16.90018764,16.88873333
